{'emp_no': 10001, 'name': 'Georgi Facello', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 200459, 'name': 'Nakhoon Luiz', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200468, 'name': 'Amstein Marshall', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 200476, 'name': 'Vishwani Frezza', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200485, 'name': 'Trygve Escriba', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200494, 'name': 'Renee Cherinka', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 200504, 'name': 'Dmitri Farris', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 200512, 'name': 'Christophe Engberts', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 200520, 'name': 'Teiji Garrabrants', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 200530, 'name': 'Seshu Setia', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 200541, 'name': 'Shaibal Beeson', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 200550, 'name': 'Menkae Ramsay', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200558, 'name': 'Along Griswold', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 200567, 'name': 'Arnd Vecchi', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 200577, 'name': 'Ortrun Reghbati', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 200586, 'name': 'Geraldo Beznosov', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200595, 'name': 'Manohar Ghazalie', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 200604, 'name': 'Hilari Nishimukai', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200615, 'name': 'Along Brodal', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 200626, 'name': 'Ramachenga Hashii', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 200636, 'name': 'Venkatesan Iisaka', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 200646, 'name': 'Somnath Pietrzykowski', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 200657, 'name': 'Boalin Markovitch', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200666, 'name': 'Weicheng Dusink', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200675, 'name': 'Josyula Plump', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200685, 'name': 'Gonzalo Kavanagh', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200695, 'name': 'Geraldo Zongker', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 200706, 'name': 'Serap Skrikant', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200717, 'name': 'Pragnesh Leslie', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 200727, 'name': 'Mamdouh Brlek', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200737, 'name': 'Rajmohan Jording', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200746, 'name': 'Tremaine Lorho', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 200756, 'name': 'Hauke Bratsberg', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200766, 'name': 'Boutros Benner', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200777, 'name': 'Ziyad Alpay', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 200787, 'name': 'Jiakeng Schmezko', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200797, 'name': 'Pragnesh Kilgore', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200807, 'name': 'Woody Pews', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 200816, 'name': 'Evgueni Lyonns', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 200825, 'name': 'Koichi Honglei', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200835, 'name': 'Gil Gihr', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 200845, 'name': 'Rosine Vidal', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200854, 'name': 'Lene Asmuth', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200864, 'name': 'Arco Bhattacharjee', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200873, 'name': 'Toshimori Akaboshi', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200883, 'name': 'Ottavia Mandell', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200891, 'name': 'Arvin Detkin', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 200901, 'name': 'Divier Duclos', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 200910, 'name': 'Morris Schlegelmilch', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 200918, 'name': 'Koldo Narwekar', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200928, 'name': 'Ottavia Preusig', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200939, 'name': 'Morrie Biran', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 200949, 'name': 'Gretta Ramsay', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 200959, 'name': 'Dhritiman Speek', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200968, 'name': 'Bernardo Denna', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 200977, 'name': 'Mingzeng Bernardeschi', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 200985, 'name': 'Shichao Gecseg', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 200996, 'name': 'Tonia Niizuma', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 201007, 'name': 'Yonghong Scharstein', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 201015, 'name': 'Kerhong Yoshimura', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 201025, 'name': 'Boguslaw Skrikant', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201035, 'name': 'Renny Geffroy', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201044, 'name': 'Persi Pezzoli', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201055, 'name': 'Gunilla Kakkar', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 201063, 'name': 'Mototsugu Schmiedel', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201072, 'name': 'George Teitelbaum', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201080, 'name': 'Jinya Cannane', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201091, 'name': 'Susanna Cangellaris', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201101, 'name': 'Lokesh Wilharm', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201111, 'name': 'Mabo Rajcani', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 201121, 'name': 'Golgen Poujol', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201130, 'name': 'Gladys Farrar', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201138, 'name': 'Larisa Pulkowski', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 201147, 'name': 'Abdelghani Biran', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201157, 'name': 'Jasminko Fontan', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 201167, 'name': 'Geoff Larfeldt', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201177, 'name': 'Arlette Zuberek', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201186, 'name': 'Suebskul Bamford', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 201197, 'name': 'Yongmao Eugenio', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201208, 'name': 'Sampalli Falck', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201216, 'name': 'Felicidad Zeilberger', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201224, 'name': 'Aksel Isaak', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201232, 'name': 'Zeljko Dayang', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201240, 'name': 'Francoise Waymire', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201250, 'name': 'Yuguang Marchesini', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201258, 'name': 'Hyuncheol Verhaegen', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201268, 'name': 'Zhenhua Servi', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 201278, 'name': 'Aloys Cherinka', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201288, 'name': 'Dipayan Gniady', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201298, 'name': 'Weiye Luit', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 201308, 'name': 'Guoxiang Falco', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 201319, 'name': 'Dekang Riexinger', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201329, 'name': 'Vatsa Birch', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201337, 'name': 'Constantijn Bennis', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201346, 'name': 'Bouchung Orlowska', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201354, 'name': 'Chanjung Terlouw', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201363, 'name': 'Peternela Dulin', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201371, 'name': 'Moni Gaughan', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201380, 'name': 'Lijie Jullig', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201391, 'name': 'Angus Gargeya', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 201401, 'name': 'Ranga Perez', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201410, 'name': 'Renny Gils', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201420, 'name': 'Georg Azulay', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201429, 'name': 'Kristine Gecsel', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201437, 'name': 'Aamod Zirintsis', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201448, 'name': 'Fumiya Soloway', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201457, 'name': 'Ohad Danlos', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201467, 'name': 'Danny Domenig', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201476, 'name': 'Isaac Ariola', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201484, 'name': 'Zongyan Jayawardene', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 201494, 'name': 'Wonhee Gammage', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201504, 'name': 'Christoph Spieker', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201515, 'name': 'Mohammad Vesel', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201523, 'name': 'Marjo Buescher', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201533, 'name': 'Saeko Kuzuoka', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201542, 'name': 'Leen Wixon', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201551, 'name': 'Shuho Gihr', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201561, 'name': 'Yurii Ranst', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201572, 'name': 'Akhilish Piancastelli', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201582, 'name': 'Youssef Sgarro', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201591, 'name': 'Parviz DiGiano', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201600, 'name': 'Xinan Fasbender', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201609, 'name': 'Vidar Veevers', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201618, 'name': 'Hyuncheol Riesenhuber', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201627, 'name': 'Georgi Calkin', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201638, 'name': 'Kwee Krider', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201649, 'name': 'Shunichi McAffer', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201659, 'name': 'Leandro Baaleh', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201668, 'name': 'Abdelaziz Marchesini', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201676, 'name': 'Leandro Capobianchi', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201685, 'name': 'Ishfaq Tsukuda', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201694, 'name': 'Bader Bolotov', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201704, 'name': 'Shuzo Kolvik', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201713, 'name': 'Somnath Christianini', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201722, 'name': 'Collette Denos', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 201731, 'name': 'Atreyi Eterovic', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201740, 'name': 'Falguni Tokunaga', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201748, 'name': 'Sahrah Schusler', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201756, 'name': 'Mart Oxman', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201767, 'name': 'Divier Basart', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201777, 'name': 'Wonhee Perl', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201787, 'name': 'Gilbert Mayerwieser', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201797, 'name': 'Toshiki Szilard', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 201806, 'name': 'Fay Genin', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201815, 'name': 'Guther Cooke', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201824, 'name': 'Giap Coors', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201835, 'name': 'Basim Beausoleil', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201844, 'name': 'Perry Gente', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201853, 'name': 'Marjo Pfau', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201864, 'name': 'Moriyoshi Tyugu', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201872, 'name': 'Phule Siochi', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201880, 'name': 'Make Mundy', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201889, 'name': 'Satosi Couchot', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201900, 'name': 'Elliott Luon', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 201910, 'name': 'Heather Streng', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 201920, 'name': 'Jeane Spelt', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201929, 'name': 'Tua Foong', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201938, 'name': 'Valter Lieberherr', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 201949, 'name': 'Chenyi Uehara', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201958, 'name': 'Georg Morton', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 201969, 'name': 'Theirry Baer', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 201978, 'name': 'Ronnie Zallocco', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 201989, 'name': 'Maja Schmezko', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 201998, 'name': 'Weiwu Lueh', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202009, 'name': 'Sanjiv Bolotov', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 202019, 'name': 'Menkae Picaronny', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202029, 'name': 'Shietung Weisert', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202039, 'name': 'Frederique Ghazalie', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202050, 'name': 'Mototsugu Zallocco', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202058, 'name': 'Masato Pleszkun', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 202066, 'name': 'Gian Emmerich', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202077, 'name': 'Sachio Bahr', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 202085, 'name': 'DAIDA Danley', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 202094, 'name': 'Magy Tsukuda', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202104, 'name': 'Emdad Biran', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 202115, 'name': 'Selwyn Bellone', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202123, 'name': 'Hailing Preusig', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202133, 'name': 'Marsja Chinen', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202142, 'name': 'LiMin Varley', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 202151, 'name': 'Xiaoqiang Birrer', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202160, 'name': 'Odinaldo Chvatal', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202170, 'name': 'Pradeep Auyong', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 202181, 'name': 'Masami Egerstedt', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202190, 'name': 'Aemilian Braccini', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202199, 'name': 'Along Ranst', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 202207, 'name': 'Masamitsu Rajcani', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 202217, 'name': 'Golgen Spieker', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202225, 'name': 'Adhemar Haraldson', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202235, 'name': 'Hirochika Poehlman', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 202245, 'name': 'Kristine Babb', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202255, 'name': 'Yechezkel Murillo', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202263, 'name': 'Anneke Melter', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 202272, 'name': 'Ramalingam Kaelbling', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 202280, 'name': 'Feiyu Deyuan', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 202288, 'name': 'Chrisa Felcyn', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202297, 'name': 'Genta Simmel', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202308, 'name': 'Syozo Baek', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 202316, 'name': 'Stella Shiratori', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 202324, 'name': 'Chaoyi Kropp', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202335, 'name': 'Jiang Hedayat', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202346, 'name': 'Kyoichi Barvinok', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 202356, 'name': 'Anwar Harnett', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202367, 'name': 'Tua Gruenwald', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202377, 'name': 'Reinhard Zaiane', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202386, 'name': 'Nadjib Marshall', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 202397, 'name': 'Rafael Matzke', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202407, 'name': 'Oscal Suessmith', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202416, 'name': 'Yurij Pouyioutas', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 202426, 'name': 'Jaana Werthner', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202437, 'name': 'Barna Schaar', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 202448, 'name': 'Akeel Strehl', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202458, 'name': 'Sariel Zockler', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 202468, 'name': 'Bouchung Bauknecht', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 202479, 'name': 'Ingmar Undy', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202487, 'name': 'Ult Krzyzanowski', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202498, 'name': 'Bowen Chiola', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 202509, 'name': 'Sumant Koblitz', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202518, 'name': 'Byong Serre', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 202527, 'name': 'Suvo Hatcliff', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202536, 'name': 'Boriana Erva', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202547, 'name': 'Patricio Alpin', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 202557, 'name': 'Kwangjo Sudkamp', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 202568, 'name': 'Debatosh Mitsuhashi', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202579, 'name': 'Kiam Gimbel', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202589, 'name': 'Miyeon Roccetti', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 202598, 'name': 'Lijie Hemaspaandra', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 202608, 'name': 'Mabry Szemeredi', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202617, 'name': 'Marla Perl', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202626, 'name': 'Berna Schreiter', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 202637, 'name': 'Lobel Wielonsky', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 202647, 'name': 'Shaowei Kusalik', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 202655, 'name': 'Marlo Peng', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202664, 'name': 'Ottavia Fortenbacher', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202674, 'name': 'Uli Plesums', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 202682, 'name': 'Shigeichiro Bahl', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 202691, 'name': 'Mohit Kenevan', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202699, 'name': 'Sigeru Kuhnemann', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202708, 'name': 'Kousuke Motley', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202718, 'name': 'Qingxiang Swan', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202728, 'name': 'Jiann Dalphin', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 202738, 'name': 'Berni Markovitch', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 202748, 'name': 'Gen Alvarado', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 202758, 'name': 'Christoper Cunliffe', 'dept_no': 'd007', 'manager_no': 111133}
